"#55 - 115 MAIN ST S Newmarket, ON",Newmarket,349900
"LOT 14 AUGUSTA Leamington, ON",Leamington,120000
"95 BEECH STREET UNIT#310 Ottawa, ON",Centretown West,669900
"2975 QUILLIVAN DRIVE Ottawa, ON",Cumberland - Estates,829900
"#40 - 501 Passmore Ave Toronto, ON",Armdale,125000
"105813 10 SIDE RD Meaford, ON",Meaford,489000
"7212 Lionshead Avenue Niagara Falls, ON",Niagara Falls,2300
"569 RALPH Road Trout Creek, ON",Trout Creek,289900
"#1108 - 55 Bamburgh Circ Toronto, ON",Steeles,329900
"2241 Alexandra Windsor, ON",South Cameron,499000
"#2004 - 330 BURNHAMTHORPE RD S Mississauga, ON",Mississauga,369900
"633 Ouellette Windsor, ON",City Centre,16
"95 Platten Blvd Scugog, ON",Port Perry,209000
"259 Lakeshore Road Oakville, ON",Oakville,40
"#119 - 65 Scadding Ave Toronto, ON",Toronto,478000
"#1303 - 8 Mercer St Toronto, ON",Toronto,369900
"575 Maclaren Street Ottawa, ON",Chinatown,2080000
"8556 VICTORIA STREET Metcalfe, ON",Metcalfe,539900
"3097 HOMESTEAD Drive Mount Hope, ON",Mount Hope,4600000
"00 DAVID MANCHESTER ROAD Ottawa, ON",Carp,326210
"8312 FEREN Drive Niagara Falls, ON",Niagara Falls,379000
"828351 40 Grey Rd The Blue Mountains, ON",Thornbury,1195000
"149 ACTIVA Avenue Kitchener, ON",Laurentian West,319900
"22 Banner Road Ottawa, ON",Sheahan Estates - Trend Village - Arlington Woods,709900
"1486 Howard Windsor, ON",Walkerville,129900
"580 HAMILTON STREET W Pembroke, ON",Pembroke,219000
"42 Aero Drive Nepean, ON",Crystal Bay - Lakeview Park - Britannia Village,365000
"#B204 - 62 BALSAM ST Waterloo, ON",Waterloo,335786
"186 MARKET STREET Pembroke, ON",Pembroke,220900
"475 TORONTO Street Palmerston, ON",Palmerston,269900
"#2303 - 820 Burnhamthorpe Rd Rd Toronto, ON",Markland Wood,415900
"536 Landgren Court Kitchener, ON",Grand River South,525000
"14 Adler St Toronto, ON",Eglinton East,579900
"169 VICTORIA Street South Southampton, ON",Southampton,168900
"1553 Claymor Avenue Ottawa, ON",Carleton Heights - Rideauview,474900
"450 Maybank Ave Toronto, ON",Harwood,650000
"35 MOOSE DRIVE Manitouwadge, ON",Manitouwadge,52500
"1067 DANFORTH AVE Toronto, ON",Riverdale,39999
"930 KROSNO BLVD Pickering, ON",Pickering,659000
"628 -630 BARTON Street E Hamilton, ON",Gibson,369900
"32 LILY CUP AVE Toronto, ON",Clairlea - Birchmount,699000
"24 Albert Street Georgetown, ON",Halton Hills,549900
"6609 HIGHWAY 38 OTHER Verona, ON",Verona,229900
"1464 THORNTON RD N Oshawa, ON",Northwood,785000
"#301 - 60 PAVANE LINKWAY WAY Toronto, ON",Flemingdon Park,299900
"#1509 - 88 Alton Towers Circ Toronto, ON",Toronto,25
"206 - 733 DEVERON Crescent London, ON",Glen Cairn,125000
"3 William Street Brantford, ON",Brantford,264900
"195 MCGIBBON DRIVE Kanata, ON",Kanata,424900
"731 DOVERCOURT RD Toronto, ON",Bloorcourt Village,45000
"2049 CHARLENE LA Tecumseh, ON",Windsor,489900
"1222 MAIN ST W North Bay, ON",North Bay,189900
"6594 DES MERLES LANE Orleans, ON",Orléans,299900
"79 STERLING Street London, ON",Carling,179900
"#L5 U82- 280 WEST BEAVER CREE RD Richmond Hill, ON",Richmond Hill,229000
"1517 BACK PLACE AVENUE Greely, ON",Greely,523900
"Wigamog Rd Haliburton, ON",Haliburton,349900
"361 TALBOT Essex, ON",Essex,239900
"8 OLD HAMILTON Road Port Dover, ON",Port Dover,129900
"57 Kendleton Dr Toronto, ON",Rexdale,639900
"#725 - 10 CAPREOL CRT Toronto, ON",Toronto,379000
"375 SPEIGHT Boulevard London, ON",Argyle,199900
"24 STEWART Avenue Kapuskasing, ON",Kapuskasing,178300
"3 Tessa Blvd Belleville, ON",Belleville,326900
"7385 Blue Water  Crescent Ottawa, ON",Greely,679900
"6859 IMPERIAL Court Niagara Falls, ON",Niagara Falls,439900
"1 TANVALLEY CRT Toronto, ON",Windfields,3998000
"796 Glencairn Ave Toronto, ON",Glen Park,999900
"#906 - 235 Sherway Gardens Rd Toronto, ON",Islington - City Centre West,389900
"#A203 - 16 Mallard Rd Toronto, ON",Don Mills,278000
"539 Silverthorn Ave Toronto, ON",Silverthorn,639900
"#310 - 205 Lakeshore Rd Oakville, ON",Oakville,649000
"#416 - 175 Hilda Ave Toronto, ON",Newtonbrook,338800
"2 Moraine Hill Dr Toronto, ON",Tam O'Shanter,788888
"1 BATHURST CONCESSION 9 ROAD Perth, ON",Perth Road,70000
"LOT 28 HERITAGE CRES Verner, ON",Verner,19000
"304 223 Erb Street W Waterloo, ON",Waterloo,320000
"#1317 - 38 JOE SHUSTER WAY Toronto, ON",Toronto,239900
"146 Catherine Street Fort Erie, ON",Fort Erie,239900
"173 MARY ST Hamilton, ON",Central Hamilton,124900
"201 55 BLUE SPRINGS Drive Waterloo, ON",Waterloo,199000
"778 The Ridge Rd Bancroft, ON",Bancroft,45000
"#511 - 88 Charles St Toronto, ON",Toronto,319500
"835 Langlois Windsor, ON",Walkerville,144999
"540 HILLCREST AVENUE Cornwall, ON",Cornwall,223000
"29 BAYVIEW LANE Perth, ON",Perth Road,359000
"#7 - 589 WEST GORE ST Stratford, ON",Stratford,324900
"533 GOLF CLUB Road Glanbrook, ON",Hamilton,729000
"281 CENTRE Street Prescott, ON",Prescott,149900
"LOT 22 MEADOW LANE Southampton, ON",Southampton,145900
"861 FLETCHER VALLEY Crescent Mississauga, ON",Mississauga,1267000
"#610 - 1169 Queen St Toronto, ON",Little Portugal,418000
"536 Third St London, ON",Argyle,149500
"131 SYLVAN DRIVE Petawawa, ON",Pembroke,409900
"#1202 - 185 BONIS AVE Toronto, ON",Tam O'Shanter,338000
"139 DE L&#39;ERABLIERE STREET Limoges, ON",Limoges,459900
"430 Military Tr Toronto, ON",Morningside,699900
"2547 COUNTY RD 20 Harrow, ON",Harrow,249900
"LOT 36 PRINCIPAL ST Verner, ON",Verner,19000
"#1209 - 24 Hanover Rd Brampton, ON",Bramalea,379900
"68 Clemow Ave Sudbury, ON",Sudbury,230000
"PT 22 COON HOLLOW TRAIL Cobden, ON",Cobden,44500
"370 Erie St Windsor, ON",City Centre,5
"26 Newbridge Ave Richmond Hill, ON",Richmond Hill,1228800
"1278 Bayview Drive Ottawa, ON",Ottawa,525000
"324 French St Oshawa, ON",O'Neill,249500
"64 DAPHNE CR Barrie, ON",Barrie,359900
"16639 Mount Pleasant Rd Caledon, ON",Bolton,898900
"288 Hemlock Street Waterloo, ON",Waterloo,660000
"146 ALBANY Avenue Hamilton, ON",Homeside,249999
"3949 RIVERSIDE DR. E  NE|Unit 14 Windsor, ON",East Windsor,259900
"#602 - 21 Hillcrest Ave Toronto, ON",Willowdale,369000
"5637 YONGE ST Toronto, ON",Newtonbrook,199000
"25 Fort Dearborn Dr Toronto, ON",L'Amoreaux,799000
"4195 GRAND MARAIS ST E Windsor, ON",Fontainbleu,579000
"0 Highway 50 Rd Caledon, ON",Bolton,1200000
"#225 - 36 VIA BAGNATO BLVD Toronto, ON",Lawrence Heights,568888
"1890 Richmond St London, ON",Uplands,427500
"50 Lyonsview Lane Caledon, ON",Caledon,1495000
"2263 REEVE CRAIG S ROAD Kemptville, ON",Kemptville,550000
"30 Newport Lane Port Dover, ON",Port Dover,394000
"1233 DUNSMURE Road Hamilton, ON",McQuesten West,199900
"18 Fallbrook Lane Cambridge, ON",Cambridge,1595000
"2006 6TH AVE W Owen Sound, ON",Owen Sound,197000
"1742 ALBERT Windsor, ON",East Windsor,134900
"254 Lester Street Waterloo, ON",Waterloo,750000
"560 Pinery Trail . Waterloo, ON",Waterloo,799900
"63 MUNRO CRES Uxbridge, ON",Uxbridge,554900
"16 Sangria Crt Vaughan, ON",Vaughan,2488888
"#302 - 225 SACKVILLE ST Toronto, ON",Toronto,289900
"44 Nottingham Dr Toronto, ON",Chestnut Hills,2749900
"256 DARCY ST Oshawa, ON",Centennial,599900
"#605 - 50 BRIAN HARRISON WAY Toronto, ON",Bendale,273000
"1393 Sutherland Drive Ottawa, ON",Manotick,319900
"#909 - 1030 CORONATION DR London, ON",Hyde Park,289900
"2467 SNAKE RIVER LINE Cobden, ON",Cobden,599900
"353 13TH Street East Owen Sound, ON",Owen Sound,340000
"372 YONGE ST Toronto, ON",Toronto,109000
"114 Holborn Drive Kitchener, ON",Idlewood,325000
"406 Kelso Drive Waterloo, ON",Waterloo,519900
"18 Dignam Crt Toronto, ON",Bendale,728888
"317 PIERRE Windsor, ON",Walkerville,169000
"82 JOSEPH GRIFFITH LANE Toronto, ON",Downsview,499900
"#2506 - 2 ANNDALE DR Toronto, ON",Willowdale,442000
"716 ABERDEEN Boulevard Midland, ON",Port McNicoll,45900
"130 TERENCE MATTHEWS CRESCENT UNIT#G1 Ottawa, ON",Kanata,340000
"#1 - 5 Hadley Circle Ottawa, ON",Bells Corners East,169900
"31 Blackbird Circle Cambridge, ON",Cambridge,1450
"3568 MCLACHLIN ROAD Carleton Place, ON",Lakeview,309900
"7 Mystic Private Ottawa, ON",Hunt Club Woods - Quintarra - Revelstoke - Riverside South P,329900
"#15 - 110 PONY DR Newmarket, ON",Newmarket,179000
"#3009 - 37 GROSVENOR ST Toronto, ON",Toronto,566000
"1423 Hwy 37 Belleville, ON",Belleville,269000
"75 Highland Cres Toronto, ON",York Mills,8995000
"2 BALLYMORE AVENUE Ottawa, ON",Greenboro East,525000
"1246 SADDLER CIRC Oakville, ON",Glen Abbey,1368000
"2 Hampton Cr London, ON",Oakridge,999999
"1566 DUNNING ROAD Cumberland, ON",Cumberland - Estates,598900
"4552 Victoria Avenue Niagara Falls, ON",Niagara Falls,299000
"102 GARFIELD Avenue Hamilton, ON",Stipley,399900
"1645 INDIAN ROAD Cobden, ON",Cobden,129500
"169 Front St Orillia, ON",Orillia,1231
"151 HARMONY Avenue Hamilton, ON",Homeside,169900
"4 CHATFIELD DR Toronto, ON",Don Mills,1899000
"1525 Dundas St Whitby, ON",Whitby,288000
"102 SPENCER Street Bracebridge, ON",Bracebridge,315000
"132 St. Malo Place Ottawa, ON",Ottawa,269900
"429 GEORGE Street Peterborough, ON",Peterborough,29999
"672 SUSSEX Boulevard Kingston, ON",Bayridge West,247500
"21446 DENFIELD RD London, ON",London,3999555
"13 ISLAND LAKE DR Whitchurch-Stouffville, ON",Whitchurch-Stouffville,1290000
"541 BRUNEL STREET Ottawa, ON",Ottawa,274000
"#613 - 68 MERTON ST Toronto, ON",Toronto,450990
"260 BRITTANY DRIVE UNIT#303 Ottawa, ON",Rockcliffe - Manor Park,190500
"15 WILKIE CRES Guelph, ON",Guelph,525000
"51 Beverly Hills Dr Toronto, ON",Downsview,1299000
"#712 - 555 Brittany Drive Ottawa, ON",Rockcliffe - Manor Park,197000
"218 LAKESHORE Road East The Blue Mountains, ON",The Blue Mountains,355000
"40 GRAYROCKS Avenue Hamilton, ON",Broughton East,269900
"94 Kingsdale Dr Oshawa, ON",O'Neill,499999
"52 Ellery Dr Richmond Hill, ON",Richmond Hill,1749000
"763 BEN STREET Ottawa, ON",Vanier,448900
"#327 - 2645 Jane St Toronto, ON",Downsview,145000
"#2608 - 7 CONCORDE PL Toronto, ON",Victoria Village,448000
"943 COLBORNE Street London, ON",North London,299900
"932 COBBLE HILL DRIVE Ottawa, ON",Munster Hamlet - Richmond,344900
"2393 CHILSWORTHY AVE Mississauga, ON",Cooksville,825000
"76 LEGERE DRIVE Chalk River, ON",Laurentian Hills,244900
"11 NEWPORT DRIVE Petawawa, ON",Petawawa,292175
"179 ROSSLYN Avenue Hamilton, ON",Crown Point West,429900
"1300 Vindin St Midland, ON",Midland,125000
"#808 - 110 BLOOR ST W Toronto, ON",Toronto,1099000
"1149 -83 LAUZON Windsor, ON",Riverside,2400000
"166 St. Malo Place Ottawa, ON",Ottawa,279900
"59 Park Rd Oshawa, ON",Vanier,450000
"403 - 544 TALBOT Street London, ON",Central London,299000
"460 Heathcliffe Lane Kingston, ON",Kingston,839900
"#306 - 1483 BIRCHMOUNT RD Toronto, ON",Wexford - Maryvale,498000
"#11 - 49 HENDON AVE Toronto, ON",Newtonbrook,499900
"80 MIDSUMMER DR Brampton, ON",Brampton,1349900
"1420 MILES Road Glanbrook, ON",Mount Hope,699900
"LOT 9 MAPLEBUSH TRAIL Perth, ON",Perth,85000
"55 Mimico Ave Toronto, ON",Mimico,799900
"#626 - 230 Queens Quay Toronto, ON",Toronto,349000
"553 CARON Windsor, ON",City Centre,74900
"1383 NORTH WENIGE DR London, ON",Stoney Creek,584900
"40 Tobruk Cres Toronto, ON",Newtonbrook,1998000
"152 BEGONIA AVENUE Ottawa, ON",Alta Vista,614900
"5518 COUNTY ROAD 9 Greater Napanee, ON",Napanee,980000
"#15 - 40 HARGRAVE LANE Toronto, ON",Toronto,1299000
"53 ROWNTREE MILL RD Toronto, ON",Humber Summit,1990000
"#1510 - 36 Lee Centre Dr Toronto, ON",Woburn,246900
"5 EDGEHILL RD Toronto, ON",Edenbridge - Humber Valley,5695000
"92 MITCHELL Road Kapuskasing, ON",Kapuskasing,40000
"871 Chemong Rd Peterborough, ON",Peterborough,220000
"65 HOMEWOOD Avenue Hamilton, ON",Kirkendall North,0
"#2111 - 290 ADELAIDE ST W Toronto, ON",Toronto,508000
"41 Gage Ave Toronto, ON",Bendale,799000
"1410 ALLANGROVE Drive Burlington, ON",Burlington,849900
"28 OXFORD Amherstburg, ON",Amherstburg,359900
"55 Vancouver Drive Guelph, ON",Guelph,344900
"#2108 - 80 Antibes Dr Toronto, ON",Newtonbrook,348800
"70 HIGH Street Collingwood, ON",Collingwood,4999000
"155 DEERFOOT Trail Huntsville, ON",Huntsville,74900
"101 LANGARTH Street East London, ON",South London,214900
"#1106 - 238 DORIS AVE Toronto, ON",Willowdale,489000
"GIBBONS RD E Sundridge, ON",Sundridge,299000
"330 GALSTON PRIVATE Orleans, ON",Navan,229900
"1025 RICHMOND ROAD UNIT#2407 Ottawa, ON",Ottawa,298500
"3066 PETER Windsor, ON",Sandwich,179900
"401 - 500 TALBOT Street London, ON",Central London,239900
"53 KIRKPATRICK Street Kingston, ON",Kingscourt,849000
"218 ANGLEHART AVENUE Orleans, ON",Orléans,369000
"622 Deer Lake Rd Sundridge, ON",Sundridge,82900
"261 Laurentian Cres Sarnia, ON",Sarnia,254900
"640 KILLARNEY Road London, ON",Fanshawe,354900
"#1202 - 350 RED MAPLE RD Richmond Hill, ON",Bayview Glen,295000
"105 - 549 RIDOUT Street North London, ON",Central London,203000
"7 ROBERT Drive Saugeen Shores, ON",Saugeen Shores,284900
"370 Conlon Crt Kingston, ON",Kingston,559000
"24 Simcoe St Oshawa, ON",O'Neill,369900
"166 Pauline Tom Ave Kingston, ON",Kingston,699900
"2310 ST LAURENT BOULEVARD UNIT#215 Ottawa, ON",Industrial Park,320000
"432 CURRY Windsor, ON",University,114900
"2022 DUNDAS ST London, ON",Argyle,169900
"6 TOBA DR Toronto, ON",York Mills,4680000
"540 Fieldstone Dr Kingston, ON",Kingston,539900
"298 Country Hill Drive Kitchener, ON",Country Hills,379900
"34 MAPLE Street Collingwood, ON",Collingwood,399000
"16 Hillside Cres Brock, ON",Cannington,299900
"32 SAWMILL LANE Whitchurch-Stouffville, ON",Gormley,1999000
"2705 - 505 TALBOT Street London, ON",Central London,819900
"52 Charles Rd Tweed, ON",Tweed,244900
"218 PARK RD S Oshawa, ON",Vanier,269900
"#1520 - 100 Harrison Garden Blvd Toronto, ON",Willowdale,449800
"1091 AMBLESIDE DRIVE Ottawa, ON",Carlingwood West - Glabar Park - McKellar Heights,249900
"2487 Highway 60 Dwight, ON",Huntsville,235900
"325 Quarry Pond Crt Kingston, ON",Kingston,411980
"952 Kincaid Court Ottawa, ON",Riverside Park,399000
"3580 RIVERGATE WAY UNIT#1601 Ottawa, ON",Hunt Club Woods - Quintarra - Revelstoke - Riverside South P,579900
"LOT 3 ACADEMY ST Bath, ON",Bath,95000
"532 FERGUSON Avenue Hamilton, ON",North End East,229900
"1620 Drouillard Windsor, ON",East Windsor,104000
"2230 Markham Rd Toronto, ON",Agincourt North,2200000
"#32 - 452 SILVERSTONE DR Toronto, ON",Silverstone,409800
"41 AQUASANTA Crescent Hamilton, ON",Ryckmans,669900
"10 Hawthorne Rd Toronto, ON",Richview,1548000
"#2 -4 - 1575 DREW RD Mississauga, ON",Mississauga,679250
"999 MERIVALE ROAD Ottawa, ON",Carlington,4800000
"2 Castle Harbour Dr Scugog, ON",Port Perry,1250000
"#1114 - 320 RICHMOND ST E Toronto, ON",Old Town,514888
"365 Bethune Dr Gravenhurst, ON",Gravenhurst,11
"410 Drummond Road Oakville, ON",Oakville,3495000
"151 REGINA AVE Toronto, ON",Englemount - Lawrence,2399000
"26 DANA CRT Brampton, ON",Brampton,629900
"1-317 Deerhurst Dr Huntsville, ON",Huntsville,94500
"199 Habitant Dr Toronto, ON",Emery,550000
"27 SCARTH RD Toronto, ON",Toronto,3288000
"506-508 Danforth Ave Toronto, ON",Riverdale,1788000
"765 Westdale St Oshawa, ON",Northglen,478900
"332 LAGUNA STREET Ottawa, ON",Greenbelt,324900
"171 TWEEDSMUIR Avenue London, ON",Hamilton Road,219900
"1240 WESTVIEW Terrace Oakville, ON",West Oak Trails,579900
"#1702 - 90 Park Lawn Rd Toronto, ON",Humber Bay,315000
"3083 MEADOWBROOK|Unit - Windsor, ON",Forest Glade,89900
"Lot 16 994 Kerby Street Fort Erie, ON",Fort Erie,329900
"3212 MCMASTER RD Mississauga, ON",Erin Mills,799900
"#E102 - 676 APPLEBY LINE Burlington, ON",Burlington,285000
"#221 - 7181 YONGE ST Markham, ON",Markham,285000
"136 JADE STREET Rockland, ON",Rockland,359900
"LOT 7 LALANDE RD West Nipissing, ON",West Nipissing,39900
"444 Kingston Road Toronto, ON",Scarborough Village,999000
"80 575 HW Verner, ON",Verner,51900
"27 Eugene St Toronto, ON",Glen Park,799900
"32 Berkindale Dr Toronto, ON",St. Andrew - Windfields,5800000
"34 Columbia Street Waterloo, ON",Waterloo,585000
"#208 - 8056 MCLEOD RD Niagara Falls, ON",Niagara Falls,382000
"4841 VALLEY WAY . Niagara Falls, ON",Niagara Falls,114900
"193 TANOAK Drive London, ON",Hyde Park,374900
"101 GRINDELWALD Court The Blue Mountains, ON",The Blue Mountains,259000
"245 Hastings St Bancroft, ON",Bancroft,219000
"#15 - 1270 FINCH AVE W Toronto, ON",York University Heights,49000
"2011 Victoria Park Ave Toronto, ON",Wexford - Maryvale,899900
"#3503 - 300 FRONT ST W Toronto, ON",Toronto,558000
"123 Niagara Boulevard Fort Erie, ON",Fort Erie,169900
"87 EAST 26TH Street Hamilton, ON",East Hamilton,368000
"268 PRESLAND ROAD UNIT#5 Ottawa, ON",Overbrook,182000
"#10 - 143 CLARENCE ST Brampton, ON",Brampton,335000
"2732 DESERONTO RD #22 RD Greater Napanee, ON",Marysville,99900
"#1003 - 151 Upper Duke Cres Markham, ON",Unionville,619900
"#515 - 1881 Mcnicoll Ave Toronto, ON",Milliken,449900
"129 B CARTIER STREET Ottawa, ON",Centretown,1295000
"313 PLAINS Road West Burlington, ON",Aldershot,719000
"312 Louis Windsor, ON",Walkerville,34000
"7033 -45 WYANDOTTE Windsor, ON",Riverside,449000
"332 Mackay Street Ottawa, ON",New Edinburgh,659000
"123 Oakcrest Ave Toronto, ON",The Danforth,649000
"1082 SHAMROCK MARINA RD|Unit 101 Severn Bridge, ON",Severn Bridge,85000
"1462 HEATHERINGTON ROAD UNIT#C Ottawa, ON",Ledbury - Heron Gate - Ridgemont - Elmwood,136800
"9050 WYANDOTTE Windsor, ON",Riverside,2200000
"122 HAVELOCK STREET Brockville, ON",Brockville,119900
"508 THIRD Street London, ON",Argyle,179000
"#204 - 20 CHERRYTREE DR Brampton, ON",Churchville,288000
"15 SMITHS FALLS AVENUE Smiths Falls, ON",Smiths Falls,56900
"#335 - 4750 YONGE ST Toronto, ON",Toronto,299000
"30 Lucas Lane Ajax, ON",Ajax,440000
"#15 - 1285 ELGIN MILLS RD E Richmond Hill, ON",Richmond Hill,79900
"110 KING Street Delhi, ON",Delhi,299900
"390 Cousineau Windsor, ON",Roseland,274700
"48 - 48 PARKSIDE McGregor, ON",McGregor,49900
"472 Kingsmill Court Waterloo, ON",Beechwood,649900
"#1118 - 80 ESTHER LORRIE DR Toronto, ON",Rexdale,420000
"155 STONE CHURCH RD W Hamilton, ON",Sheldon,399900
"205 RANDOLPH RD Toronto, ON",Leaside,2399000
"174 MCMAHEN Street London, ON",Carling,299900
"#411 - 121 Trudelle St Toronto, ON",Eglinton East,185000
"348 LACLIE Street Orillia, ON",Orillia,210000
"#204 - 205 Sherway Gardens Rd Toronto, ON",Islington - City Centre West,284888
"#2203 - 385 PRINCE OF WALES DR Mississauga, ON",Mississauga,288000
"#107 - 41 MARKBROOK LANE Toronto, ON",Rexdale,235000
"367 CAROLINE Windsor, ON",City Centre,144900
"#307 - 20 BLUE JAYS WAY Toronto, ON",Toronto,650000
"#4105 - 2200 Lake Shore Blvd Toronto, ON",Mimico,305000
"27 IVY AVENUE Renfrew, ON",Renfrew,339900
"327 Thornhill Place Waterloo, ON",Westvale,589900
"194 Couling Crescent Guelph, ON",Guelph,409900
"65 College Avenue W Guelph, ON",Old University,699000
"5 JOHN FRANK DR Vaughan, ON",Woodbridge,748800
"1630 MARENTETTE Windsor, ON",Walkerville,89900
"#104 - 2088 LAWRENCE AVE Toronto, ON",Weston,300000
"#2306 - 1 KING ST W Toronto, ON",Toronto,239000
"1778 DEWAR PL London, ON",Fox Hollow,409500
"277 Clinton St Toronto, ON",Palmerston,898000
"22 - 24 Bond Street Brantford, ON",Brantford,2100000
"934 LILLIAN Windsor, ON",Walkerville,130000
"PART 4 18TH AVE E Owen Sound, ON",Owen Sound,69000
"1102 JALNA BL|Unit 206 London, ON",White Oaks,94900
"#406 - 1960 Queen St Toronto, ON",The Beach,829800
"165 HIGH Street Southampton, ON",Southampton,199900
"#1-2 - 158 Eglinton Ave Toronto, ON",Toronto,289900
"212 Johnston Ave Toronto, ON",Lansing,3058000
"2119 LUMBERMAN LANE Oakville, ON",Glen Abbey,1148800
"552 DUSTY MILLER CRESCENT Ottawa, ON",Ottawa,564900
"161 PEEL STREET Barrie, ON",Barrie,749900
"#34 - 325 CENTRAL PKWY W Mississauga, ON",Mississauga,74999
"137 BROADWAY Avenue Hamilton, ON",Ainslie Wood East,524746
"000 FERGUSLEA ROAD Renfrew, ON",Renfrew,24500
"#813 - 238 Besserer Street Ottawa, ON",Ottawa,476963
"608 - 250 PALL MALL Square London, ON",Central London,1895
"#711 - 2929 Aquitaine Ave Mississauga, ON",Mississauga,259000
"118 AVENUE RD Toronto, ON",Toronto,3149000
"15 Bridleridge Street Kitchener, ON",Doon South,499888
"326 WATER STREET E Cornwall, ON",Cornwall,59900
"305 NORTH FRONT ST Belleville, ON",Belleville,700000
"90 EARLSCOURT AVE Toronto, ON",Earlscourt,1190000
"V/L MUNICH CT|Unit LOT 1 Windsor, ON",Forest Glade,199900
"62 Charcoal Way Brampton, ON",Churchville,585000
"#3203 - 208 ENFIELD PL Mississauga, ON",Mississauga,409000
"2156 HIGHBURY AV N London, ON",Fanshawe,889000
"#1005 - 205 Frederick St Toronto, ON",Toronto,859000
"75793 Bronson Ln Bluewater, ON",Bluewater,259900
"266 HARTHILL WAY Ottawa, ON",New Barrhaven,433000
"361 THOMPSON STREET Pembroke, ON",Pembroke,155000
"710 - 380 PELISSIER Windsor, ON",City Centre,199800
"#1801 - 60 BYNG AVE Toronto, ON",Willowdale,324900
"211 Lees Rd North Bay, ON",North Bay,449900
"4350 Mayflower Dr Mississauga, ON",Mississauga,694900
"#110 - 4434 KINGSTON RD Toronto, ON",West Hill,272900
"V/L Draper Colchester, ON",Harrow,29500
"#3026 - 165 Legion Rd Toronto, ON",Mimico,749000
"15 ALBERT ST E Wingham, ON",Wingham,270000
"#2208 - 90 Park Lawn Rd Toronto, ON",Humber Bay,649000
"#403 - 11121 YONGE ST E Richmond Hill, ON",Richmond Hill,269800
"1130 Blueheron Boulevard Mississauga, ON",East Credit,749900
"8 C FORESTER CRESCENT Nepean, ON",Bells Corners West,157900
"#2 - 889 Bermuda Avenue Ottawa, ON",Carson Grove - Carson Meadows,425000
"8830 Heritage Rd Brampton, ON",Brampton,2500000
"014 FERGUSON LAKE ROAD Calabogie, ON",Calabogie,169000
"#210 - 95 Beech Street Ottawa, ON",Centretown West,489000
"#2012 - 181 VILLAGE GREEN SQ Toronto, ON",Agincourt,279900
"6 Willow Street Waterloo, ON",Waterloo,399900
"517 ROSSLAND RD W Oshawa, ON",McLaughlin,450000
"34 BENDALE BLVD N Toronto, ON",Bendale,799900
"2075 Burbrook Rd Kingston, ON",Kingston,299900
"#2&amp;3 - 201 River Oaks Blvd Oakville, ON",Oakville,25000
"290 Dalhousie Amherstburg, ON",Amherstburg,2500888
"LOT 13 FISCHER DAIRY RD Walkerton, ON",Walkerton,53900
"106 Pearl Dr Orillia, ON",Orillia,319000
"903 MCKAY Windsor, ON",University,73900
"2760 WILLOWMORE WAY Mississauga, ON",Mississauga,569000
"9 LANDOVER CRESCENT Ottawa, ON",Kanata,334900
"2879 ARLINGTON DR Oakville, ON",Clearview,1176888
"1819 -1831 RUSSLAND ROAD Vars, ON",Navan - Vars,999000
"8 Richardson Street Brantford, ON",Brantford,289900
"#704 - 150 ALTON TOWERS CIRC Toronto, ON",Toronto,318000
"644 Dundas St London, ON",East London,649000
"30 Raymar Place Oakville, ON",Oakville,3988000
"#417 - 101 Richmond Road Ottawa, ON",Westboro,309000
"#108 - 1055 Canadian Place Pl Mississauga, ON",Mississauga,389900
"3126 Stockton  Drive Ottawa, ON",Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill,179900
"328 -330 PRINCE ARTHUR STREET Cornwall, ON",Cornwall,114900
"1142 LOWER VILLAGE CRES Mississauga, ON",Lakeview,499900
"7843 Tecumseh Windsor, ON",Forest Glade,325000
"#N407 - 120 Bayview Ave Toronto, ON",Toronto,439900
"#1 - 555 Stonefield Private Ottawa, ON",Chapman Mills - Rideau Crest - Davidson Heights,219900
"96 NORTHDALE RD Toronto, ON",St. Andrew - Windfields,4500000
"#1 /2 - 2875 FOURTEENTH AVE Markham, ON",Markham,750000
"63 FOYMOUNT ROAD Eganville, ON",Eganville,59000
"67 Burbank Dr Toronto, ON",Bayview Village,3288000
"7330 ROSEHURST DR Mississauga, ON",Mississauga,579900
"73 TAYLOR ISLAND Gravenhurst, ON",Gravenhurst,369000
"1225 BROOKDALE AVENUE Cornwall, ON",Cornwall,299900
"#510 - 19 Rosebank Dr Toronto, ON",Malvern,499000
"8975 MCLAUGHLIN RD Brampton, ON",Brampton,299900
"40 FOULIS CRESCENT Ottawa, ON",Kanata,439900
"1049 WHISPERING WOOD DR Mississauga, ON",Mississauga,758888
"239 TAYSHAM CRES Toronto, ON",Rexdale,549900
"#1906 - 21 Widmer St Toronto, ON",Toronto,465000
"164 COLONEL NICHOLSON LANE Woodlawn, ON",Ottawa,495000
"Lot 12 NORCAN LAKE LANE Calabogie, ON",Calabogie,119900
"125 PATRICIA Drive The Blue Mountains, ON",The Blue Mountains,419900
"65 SONGBIRD PRIVATE Nepean, ON",Greenbelt,294900
"374 Queen St Brampton, ON",Brampton,199900
"WILLIAMSPORT RD WILLIAMSPORT RD Huntsville, ON",Huntsville,99000
"1148 SOUTH MULDREW LA RD Gravenhurst, ON",Gravenhurst,249000
